ward_off_by_earnest_prayer	deprecor
when	ubi
where	ubi
powerful	potens
lie_down	accumbo
feast	epulae
banquet	epulae
reconcile	concilio
advise	concilio
whoever	quicumque
right	fas
seize	capesso
order	iussum
command	iussum
investigate	exploro
explore	exploro
choose	opto
desire	opto
O	o
your	tuus
parent	parens
descendants	proles
complete	exigo
achieve	exigo
collect	exigo
drive_out	exigo
reward	meritum
punishment	meritum
devote	dico
one's_own	proprius
permanent	stabilis
steadfast	stabilis
join	iungo
marriage	conubium
Deiopea	Deiopea
beautiful	pulcher
nymph	nympha
bride	nympha
outstanding	praestans
7th	septem
7	septem
twice	bis
body	corpus
diverse	diversus
different	diversus
stern_of_ship	puppis
cover	obruo
add	incutio
strike_inor_upon	incutio
household_gods	Penates
Penates	Penates
carry_load	porto
Troy	Ilium
Ilium	Ilium
navigate	navigo
sail	navigo
Tuscan	Tyrrhenus
Etruscan	Tyrrhenus
Tyrrhenian	Tyrrhenus
hostile	inimicus
unfriendly	inimicus
destroy	tollo
raise	tollo
flood	fluctus
lick	mulceo
stroke	mulceo
man	homo
human_being	homo
you	tu
for_in_fact	namque
use	utor
voice	vox
rein	habena
order	iubeo
know	scio
_unstrung	laxus
not_drawn_tight	laxus
spacious	laxus
loose	laxus
wide	laxus
fixed	certus
sure	certus
treaty	foedus
contract	foedus
overhead	insuper
above	insuper
black	ater
conceal	abdo
withdraw	abdo
cave	spelunca
all_powerful	omnipotens
breeze	aura
sweep	verro
deep	profundus
heaven	caelum
sky	caelum
make	facio
do	facio
unless	nisi

moderate	tempero
soothe	mollio
soften	mollio
scepter	sceptrum
royal_staff	sceptrum
sit	sedeo
lofty	celsus
high	celsus
roar	fremo
bar	claustrum
bolt	claustrum
mountain	mons
murmur	murmur
roar	murmur
rumble	murmur
great	magnus
fret	indignor
deem_unworthy	indignor
bridle	freno
jail	carcer
bond	vinculum
and_in_addition	ac
press	premo
power	imperium
command	imperium
loud_sounding	sonorus
storm	tempestas
season	tempestas
strive	luctor
struggle	luctor
wrestle	luctor
cave	antrum
Aeolus	Aeolus
vast	vastus
empty	vastus
Aeolia	Aeolia
the_southerly_or_south_wind	Auster
mad	furo
rage	furo
pregnant	fetus
region	locus
place	locus
country	patria
downpour	nimbus
cloud_burst	nimbus
rain_cloud	nimbus
roll_back	voluto
roll_about	voluto
heart	cor
set_on_fire	flammo
such	talis
impose	impono
put_on	impono
altar	ara
suppliant	supplex

or	aut
besides	praeterea
venerate	adoro
pray_to	adoro
anyone	quisquam
someone	quisquam
spouse	coniunx
sister	soror
walk	incedo
proceed	incedo
happen	incedo
go	incedo
god	divus
piercing	acutus
sharp	acutus
fasten_in_or_upon	infigo
high_cliff_or_rock	scopulus
projecting_ledge_of_rock	scopulus
rebuke	corripio
plunder	corripio
seize	corripio
whirlwind	turbo
flame	flamma
transfix	transfigo
breathe_out	exspiro
wind	ventus
overthrow	everto
overturn	everto
raft	ratis
throw	disicio
fire	ignis
cloud	nubes
throw	iaculor
dart	iaculor
hurl_the_javelin	iaculor
swift	rapidus
Jupiter	Iuppiter
Oileus	Oileus
Ajax	Aiax
rage	furiae
injury	noxa
harm	noxa
the_open_sea	pontus
submerge	summergo
plunge_beneath	summergo
itself	ipse
herself	ipse
himself	ipse
fleet	classis
division	classis
burn_out	exuro
Pallas	Pallas
forbid	veto
indeed	quippe
turn_away	averto
Trojan	Teucrus
of_Teucer	Teucrus
able	possum
and_not	nec
nor	nec
conquer	vinco
desist	desisto
cease	desisto
deliberation	inceptum
beginning	inceptum
with	cum
itself	sui
herself	sui
himself	sui
wound	vulnus
heart	pectus
breast	pectus
chest	pectus
under	sub
save	servo
eternal	aeternus
everlasting	aeternus
although	cum
since	cum
when	cum
rush	ruo
money	aes
bronze	aes
copper	aes
wit	sal
salt	sal
froth	spuma
happy	laetus
give	do
awning	velum
sail	velum
on	in
in	in
earth	tellus
Sicilian	Siculus
pertaining_the_Sicani	Siculus
view	conspectus
sight	conspectus
look	conspectus
from	e
out_of	e
scarcely	vix
Roman	Romanus
rock	moles
large/shapeless_mass	moles
around	circum
sea	mare
concern_oneself_with	ago
act	ago
do	ago
drive	ago
err	erro
wander	erro
year	annus
through	per
shut_up	arceo
shut_in	arceo
Achilles	Achilles
cruel	immitis
harsh	immitis
hard	immitis
Greeks	Danai
Danai	Danai
remains	reliquiae
Trojans	Troes
whole	totus
plain	aequor
sea	aequor
level_surface	aequor
over	super
set_on_fire	accendo
kindle	accendo
office	honor
honor	honor
Ganymede	Ganymedes
carry_off	rapio
seize	rapio
hostile	invisus
hated	invisus
beauty	forma
shape	forma
wrong	iniuria
injustice	iniuria
reject	sperno
Paris	Paris
trial	iudicium
decision	iudicium
put_back	repono
mind	mens
remain	maneo
forgotten	excido
perish	excido
drop	excido
fall_out	excido
grief	dolor
pain	dolor
also	etiam
nor_yet	necdum
Greek	Argus
Argive	Argus
manage	gero
bear	gero
precious	carus
in_accordance_with	pro
instead_of	pro
for	pro
on_behalf_of	pro
towards	ad
up_to	ad
to	ad
Saturnian	Saturnius
beloning_Saturn	Saturnius
old	vetus
dread	metuo
fear	metuo
that	is
she_it	is
he	is
one_of_the_Fates	Parca
Parca	Parca
in_this_way	sic
so	sic
Libya	Libya
razing	excidium
complete_cutting_or_tearing_down	excidium
arrogant	superbus
king	rex
wide	latus
broad	latus
people	populus
hence	hinc
from_here	hinc
citadel	arx
summit	arx
turn	verto
formerly	olim
hear	audio
consider	duco
lead	duco
blood	sanguis
Trojan	Troianus
for	enim
in_fact	enim
but	sed
descent	progenies
favor	foveo
warm	foveo
stretch	tendo
at_that_time	tum
then	tum
already	iam
now	iam
allow	sino
someone/thing	quis
anyone/thing	quis
if	si
clan	gens
family	gens
goddess	dea
kingdom	regnum
royal_power	regnum
these	hic
this	hic
chariot	currus
here	hic
Samos	Samos
cultivate	colo
inhabit	colo
overlook	posthabeo
esteem_less	posthabeo
hold_next	posthabeo
1	unus
all	omnis
every	omnis
more	magis
report	fero
carry	fero
bear	fero
rough	asper
eagerness	studium
resources	ops
as_substantive_rich_man	dives
rich	dives
door	ostium
far	longus
long	longus
pertaining_the_Tiber	Tiberinus
opposite	contra
against	contra
Carthage	Carthago
hold	teneo
Tyrian_or_Phoenician	Tyrius
of_Tyre	Tyrius
be	sum
old	antiquus
ancient	antiquus
from_heaven	caelestis
mind	animus
spirit	animus

so_great	tantus
so_much	tantus
strike_against	impello
work	labor
go_to	adeo
devotion	pietas
distinguished	insignis
chance	casus
fall	casus
ponder	volvo
roll	volvo
so_many	tot
queen	regina
feel_pain/grief	doleo
or	ve
hurt	laedo
injure_by_striking	laedo
divine_will	numen
what	quis
who	quis
remember	memoro
lawsuit	causa
reason	causa
cause	causa
Muse	Musa
Rome	Roma
walls	moenia
deep	altus
high	altus
tall	altus
also	atque
and	atque
Senators	pater
_Patricians	pater
father	pater
birthplace_of_Romulus_and_Remus)	Albanus
pertaining_AlbLong(city_in_Latium	Albanus
Latin	Latinus
of_Latium	Latinus
whence	unde
from_where	unde
origin	genus
Latium	Latium
god	deus
bring_upon/against	infero
city	urbs
place	condo
store_up	condo
build	condo
provided_that	dum
until	dum
while	dum
endure	patior
permit	patior
war	bellum
also	quoque
many	multus
much	multus
anger	ira
on_account_of	ob
Juno	Iuno
remembering	memor
savage	saevus

those_above	superi
force	vis
height	altum
deep_sea	altum
throw	iacto
land	terra
lot	multum
much	multum
sea_shore	litus
come	venio
Lavinius	Lavinius
exiled	profugus
fugitive	profugus
fate	fatum
destiny	fatum
Italy	Italia
coast	ora
shore	ora
by	a
from	a
first	primus
Troy	Troia
sing	cano
and	que
man	vir
weapons	arma
arms	arma
Mars	Mars
bristling	horrens
now	nunc
but	at
farmer	agricola
need	opus
work	opus
grateful	gratus
pleasant	gratus
colonist	colonus
farmer	colonus
field	arvum
present	pareo
appear	pareo
obey	pareo
keen	avidus
greedy	avidus
although	quamvis
even_though	quamvis
how_In_what_manner	ut
that	ut
when	ut
as	ut
so_that	ut
compel	cogo
drive_together	cogo
neighboring	vicinus
forest	silva
depart	egredior
and	et
poem	carmen
song	carmen
straw	avena
regulate	modulor
measure	modulor
thin	gracilis
sometimes	quondam
at_times	quondam
formerly	quondam
which	qui
who	qui
me	ego
I	ego
that	ille
